community_ab,community_eccc,ab_reading_date,ab_current_aqhi,ab_forecast_today,ab_forecast_tomorrow,ab_forecast_tonight,ab_pulled_at_utc,eccc_current_aqhi,eccc_pulled_at_utc,diff_ab_minus_eccc,abs_diff,flag
Medicine Hat,Medicine Hat,2026-06-07 20:00,2.0,,3,3,2026-06-08T03:28:02+00:00,2.0,2026-06-08T03:28:02+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-07 20:00,2.0,,3,3,2026-06-08T03:28:02+00:00,2.0,2026-06-08T03:28:02+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-07 21:00,2.0,,2,2,2026-06-08T03:28:02+00:00,2.0,2026-06-08T03:28:02+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-07 21:00,2.0,,2,2,2026-06-08T03:28:02+00:00,2.0,2026-06-08T03:28:02+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-07 21:00,1.0,,2,2,2026-06-08T03:28:02+00:00,1.0,2026-06-08T03:28:02+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-07 21:00,2.0,,2,2,2026-06-08T03:28:02+00:00,,,,,OK
Edmonton,Edmonton,2026-06-07 22:00,2.0,,2,2,2026-06-08T05:55:58+00:00,2.0,2026-06-08T05:55:58+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-07 22:00,2.0,,3,3,2026-06-08T05:55:58+00:00,2.0,2026-06-08T05:55:58+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-07 22:00,1.0,,3,2,2026-06-08T05:55:58+00:00,1.0,2026-06-08T05:55:58+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-07 22:00,2.0,,2,2,2026-06-08T05:55:58+00:00,2.0,2026-06-08T05:55:58+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-07 22:00,2.0,,2,2,2026-06-08T05:55:58+00:00,2.0,2026-06-08T05:55:58+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-07 23:00,2.0,,3,2,2026-06-08T05:55:58+00:00,2.0,2026-06-08T05:55:58+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-07 22:00,2.0,,3,3,2026-06-08T05:55:58+00:00,2.0,2026-06-08T05:55:58+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-07 22:00,2.0,,3,3,2026-06-08T05:55:58+00:00,2.0,2026-06-08T05:55:58+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-07 23:00,2.0,,2,2,2026-06-08T05:55:58+00:00,2.0,2026-06-08T05:55:58+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-07 22:00,2.0,,2,2,2026-06-08T05:55:58+00:00,2.0,2026-06-08T05:55:58+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-07 22:00,1.0,,2,2,2026-06-08T05:55:58+00:00,1.0,2026-06-08T05:55:58+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-07 23:00,2.0,,2,2,2026-06-08T05:55:58+00:00,,,,,OK
Edmonton,Edmonton,2026-06-08 03:00,1.0,,2,2,2026-06-08T09:53:26+00:00,1.0,2026-06-08T09:53:27+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-08 03:00,2.0,,3,3,2026-06-08T09:53:26+00:00,2.0,2026-06-08T09:53:27+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-08 02:00,2.0,,3,2,2026-06-08T09:53:26+00:00,2.0,2026-06-08T09:53:27+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-08 03:00,2.0,,2,2,2026-06-08T09:53:26+00:00,1.0,2026-06-08T09:53:27+00:00,1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-06-08 03:00,2.0,,2,2,2026-06-08T09:53:26+00:00,2.0,2026-06-08T09:53:27+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-08 00:00,2.0,,3,2,2026-06-08T09:53:26+00:00,,2026-06-08T09:53:27+00:00,,,OK
Medicine Hat,Medicine Hat,2026-06-08 03:00,2.0,,3,3,2026-06-08T09:53:26+00:00,2.0,2026-06-08T09:53:27+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-08 03:00,1.0,,3,3,2026-06-08T09:53:26+00:00,1.0,2026-06-08T09:53:27+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-08 03:00,1.0,,2,2,2026-06-08T09:53:26+00:00,1.0,2026-06-08T09:53:27+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-08 03:00,1.0,,2,2,2026-06-08T09:53:26+00:00,1.0,2026-06-08T09:53:27+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-08 03:00,1.0,,2,2,2026-06-08T09:53:26+00:00,1.0,2026-06-08T09:53:27+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-08 02:00,1.0,,2,2,2026-06-08T09:53:26+00:00,,,,,OK
Edmonton,Edmonton,2026-06-08 05:00,2.0,,2,2,2026-06-08T11:57:24+00:00,1.0,2026-06-08T11:57:24+00:00,1.0,1.0,Minor difference
Calgary,Calgary,2026-06-08 04:00,2.0,,3,3,2026-06-08T11:57:24+00:00,2.0,2026-06-08T11:57:24+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-08 05:00,2.0,,3,2,2026-06-08T11:57:24+00:00,2.0,2026-06-08T11:57:24+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-08 05:00,2.0,,2,2,2026-06-08T11:57:24+00:00,1.0,2026-06-08T11:57:24+00:00,1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-06-08 05:00,2.0,,2,2,2026-06-08T11:57:24+00:00,2.0,2026-06-08T11:57:24+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-08 00:00,2.0,,3,2,2026-06-08T11:57:24+00:00,,2026-06-08T11:57:24+00:00,,,OK
Medicine Hat,Medicine Hat,2026-06-08 04:00,2.0,,3,3,2026-06-08T11:57:24+00:00,2.0,2026-06-08T11:57:24+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-08 04:00,1.0,,3,3,2026-06-08T11:57:24+00:00,1.0,2026-06-08T11:57:24+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-08 05:00,1.0,,2,2,2026-06-08T11:57:24+00:00,1.0,2026-06-08T11:57:24+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-08 04:00,1.0,,2,2,2026-06-08T11:57:24+00:00,1.0,2026-06-08T11:57:24+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-08 04:00,1.0,,2,2,2026-06-08T11:57:24+00:00,1.0,2026-06-08T11:57:24+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-08 05:00,1.0,,2,2,2026-06-08T11:57:24+00:00,,,,,OK
Edmonton,Edmonton,2026-06-08 08:00,2.0,2.0,3,2,2026-06-08T15:29:10+00:00,2.0,2026-06-08T15:29:10+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-08 08:00,2.0,2.0,2,2,2026-06-08T15:29:10+00:00,2.0,2026-06-08T15:29:10+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-08 08:00,1.0,2.0,2,2,2026-06-08T15:29:10+00:00,1.0,2026-06-08T15:29:10+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-08 08:00,2.0,2.0,2,2,2026-06-08T15:29:10+00:00,2.0,2026-06-08T15:29:10+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-08 08:00,2.0,2.0,2,2,2026-06-08T15:29:10+00:00,2.0,2026-06-08T15:29:10+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-08 09:00,2.0,2.0,2,2,2026-06-08T15:29:10+00:00,2.0,2026-06-08T15:29:10+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-08 08:00,2.0,3.0,2,3,2026-06-08T15:29:10+00:00,2.0,2026-06-08T15:29:10+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-08 08:00,1.0,2.0,2,2,2026-06-08T15:29:10+00:00,1.0,2026-06-08T15:29:10+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-08 09:00,2.0,2.0,2,2,2026-06-08T15:29:10+00:00,2.0,2026-06-08T15:29:10+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-08 08:00,1.0,2.0,2,2,2026-06-08T15:29:10+00:00,1.0,2026-06-08T15:29:10+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-08 08:00,2.0,2.0,3,2,2026-06-08T15:29:10+00:00,2.0,2026-06-08T15:29:10+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-08 09:00,2.0,2.0,3,2,2026-06-08T15:29:10+00:00,,,,,OK
Edmonton,Edmonton,2026-06-08 10:00,2.0,2.0,3,2,2026-06-08T17:26:09+00:00,2.0,2026-06-08T17:26:09+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-08 10:00,2.0,2.0,2,2,2026-06-08T17:26:09+00:00,2.0,2026-06-08T17:26:09+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-08 10:00,2.0,2.0,2,2,2026-06-08T17:26:09+00:00,2.0,2026-06-08T17:26:09+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-08 10:00,1.0,2.0,2,2,2026-06-08T17:26:09+00:00,1.0,2026-06-08T17:26:09+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-08 09:00,2.0,2.0,2,2,2026-06-08T17:26:09+00:00,2.0,2026-06-08T17:26:09+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-08 11:00,2.0,2.0,2,2,2026-06-08T17:26:09+00:00,2.0,2026-06-08T17:26:09+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-08 10:00,2.0,3.0,2,3,2026-06-08T17:26:09+00:00,2.0,2026-06-08T17:26:09+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-08 10:00,2.0,2.0,2,2,2026-06-08T17:26:09+00:00,2.0,2026-06-08T17:26:09+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-08 11:00,2.0,2.0,2,2,2026-06-08T17:26:09+00:00,2.0,2026-06-08T17:26:09+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-08 10:00,2.0,2.0,2,2,2026-06-08T17:26:09+00:00,2.0,2026-06-08T17:26:09+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-08 10:00,2.0,2.0,3,2,2026-06-08T17:26:09+00:00,2.0,2026-06-08T17:26:09+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-08 11:00,2.0,2.0,3,2,2026-06-08T17:26:09+00:00,,,,,OK
Edmonton,Edmonton,2026-06-08 12:00,2.0,2.0,3,2,2026-06-08T19:07:03+00:00,2.0,2026-06-08T19:07:03+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-08 12:00,2.0,2.0,2,2,2026-06-08T19:07:03+00:00,2.0,2026-06-08T19:07:03+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-08 12:00,2.0,2.0,2,2,2026-06-08T19:07:03+00:00,2.0,2026-06-08T19:07:03+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-08 12:00,1.0,2.0,2,2,2026-06-08T19:07:03+00:00,1.0,2026-06-08T19:07:03+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-08 09:00,2.0,2.0,2,2,2026-06-08T19:07:03+00:00,2.0,2026-06-08T19:07:03+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-08 11:00,2.0,2.0,2,2,2026-06-08T19:07:03+00:00,2.0,2026-06-08T19:07:03+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-08 12:00,2.0,3.0,2,3,2026-06-08T19:07:03+00:00,2.0,2026-06-08T19:07:03+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-08 12:00,2.0,2.0,2,2,2026-06-08T19:07:03+00:00,2.0,2026-06-08T19:07:03+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-08 12:00,2.0,2.0,2,2,2026-06-08T19:07:03+00:00,2.0,2026-06-08T19:07:03+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-08 12:00,2.0,2.0,2,2,2026-06-08T19:07:03+00:00,2.0,2026-06-08T19:07:03+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-08 12:00,2.0,2.0,3,2,2026-06-08T19:07:03+00:00,2.0,2026-06-08T19:07:03+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-08 12:00,2.0,2.0,3,2,2026-06-08T19:07:03+00:00,,,,,OK
Edmonton,Edmonton,2026-06-08 14:00,2.0,2.0,3,2,2026-06-08T21:06:08+00:00,2.0,2026-06-08T21:06:08+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-08 14:00,2.0,2.0,2,2,2026-06-08T21:06:08+00:00,2.0,2026-06-08T21:06:08+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-08 14:00,2.0,2.0,2,2,2026-06-08T21:06:08+00:00,2.0,2026-06-08T21:06:08+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-08 14:00,1.0,2.0,2,2,2026-06-08T21:06:08+00:00,1.0,2026-06-08T21:06:08+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-08 09:00,2.0,2.0,2,2,2026-06-08T21:06:08+00:00,2.0,2026-06-08T21:06:08+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-08 13:00,2.0,2.0,2,2,2026-06-08T21:06:08+00:00,2.0,2026-06-08T21:06:08+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-08 14:00,2.0,3.0,2,3,2026-06-08T21:06:08+00:00,2.0,2026-06-08T21:06:08+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-08 14:00,2.0,2.0,2,2,2026-06-08T21:06:08+00:00,2.0,2026-06-08T21:06:08+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-08 14:00,1.0,2.0,2,2,2026-06-08T21:06:08+00:00,1.0,2026-06-08T21:06:08+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-08 14:00,2.0,2.0,2,2,2026-06-08T21:06:08+00:00,2.0,2026-06-08T21:06:08+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-08 14:00,2.0,2.0,3,2,2026-06-08T21:06:08+00:00,2.0,2026-06-08T21:06:08+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-08 14:00,2.0,2.0,3,2,2026-06-08T21:06:08+00:00,,,,,OK
Edmonton,Edmonton,2026-06-08 15:00,2.0,2.0,3,2,2026-06-08T21:55:44+00:00,2.0,2026-06-08T21:55:44+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-08 15:00,2.0,2.0,2,2,2026-06-08T21:55:44+00:00,2.0,2026-06-08T21:55:44+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-08 15:00,2.0,2.0,2,2,2026-06-08T21:55:44+00:00,2.0,2026-06-08T21:55:44+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-08 15:00,1.0,2.0,2,2,2026-06-08T21:55:44+00:00,1.0,2026-06-08T21:55:44+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-08 09:00,2.0,2.0,2,2,2026-06-08T21:55:44+00:00,2.0,2026-06-08T21:55:44+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-08 13:00,2.0,2.0,2,2,2026-06-08T21:55:44+00:00,2.0,2026-06-08T21:55:44+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-08 15:00,2.0,3.0,2,3,2026-06-08T21:55:44+00:00,2.0,2026-06-08T21:55:44+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-08 15:00,2.0,2.0,2,2,2026-06-08T21:55:44+00:00,2.0,2026-06-08T21:55:44+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-08 15:00,1.0,2.0,2,2,2026-06-08T21:55:44+00:00,1.0,2026-06-08T21:55:44+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-08 15:00,2.0,2.0,2,2,2026-06-08T21:55:44+00:00,2.0,2026-06-08T21:55:44+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-08 15:00,2.0,2.0,3,2,2026-06-08T21:55:44+00:00,2.0,2026-06-08T21:55:44+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-08 15:00,2.0,2.0,3,2,2026-06-08T21:55:44+00:00,,,,,OK
Edmonton,Edmonton,2026-06-08 16:00,2.0,2.0,3,2,2026-06-08T22:49:44+00:00,2.0,2026-06-08T22:49:45+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-08 16:00,2.0,2.0,2,2,2026-06-08T22:49:44+00:00,2.0,2026-06-08T22:49:45+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-08 16:00,2.0,2.0,2,2,2026-06-08T22:49:44+00:00,2.0,2026-06-08T22:49:45+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-08 16:00,1.0,2.0,2,2,2026-06-08T22:49:44+00:00,1.0,2026-06-08T22:49:45+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,,,2.0,2,2,2026-06-08T22:49:44+00:00,2.0,2026-06-08T22:49:45+00:00,,,OK
Lethbridge,Lethbridge,2026-06-08 16:00,2.0,2.0,2,2,2026-06-08T22:49:44+00:00,2.0,2026-06-08T22:49:45+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-08 16:00,2.0,3.0,2,3,2026-06-08T22:49:44+00:00,2.0,2026-06-08T22:49:45+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-08 16:00,2.0,2.0,2,2,2026-06-08T22:49:44+00:00,2.0,2026-06-08T22:49:45+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-08 16:00,2.0,2.0,2,2,2026-06-08T22:49:44+00:00,2.0,2026-06-08T22:49:45+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-08 16:00,2.0,2.0,2,2,2026-06-08T22:49:44+00:00,2.0,2026-06-08T22:49:45+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-08 16:00,2.0,2.0,3,2,2026-06-08T22:49:44+00:00,2.0,2026-06-08T22:49:45+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-08 16:00,2.0,2.0,3,2,2026-06-08T22:49:44+00:00,,,,,OK
Edmonton,Edmonton,2026-06-08 17:00,2.0,,3,3,2026-06-08T23:43:24+00:00,2.0,2026-06-08T23:43:24+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-08 17:00,2.0,,3,3,2026-06-08T23:43:24+00:00,2.0,2026-06-08T23:43:24+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-08 17:00,2.0,,3,2,2026-06-08T23:43:24+00:00,2.0,2026-06-08T23:43:24+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-08 17:00,1.0,,2,1,2026-06-08T23:43:24+00:00,1.0,2026-06-08T23:43:24+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,,,,2,2,2026-06-08T23:43:24+00:00,2.0,2026-06-08T23:43:24+00:00,,,OK
Lethbridge,Lethbridge,2026-06-08 17:00,2.0,,3,2,2026-06-08T23:43:24+00:00,2.0,2026-06-08T23:43:24+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-08 17:00,2.0,,3,2,2026-06-08T23:43:24+00:00,2.0,2026-06-08T23:43:24+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-08 17:00,2.0,,3,3,2026-06-08T23:43:24+00:00,2.0,2026-06-08T23:43:24+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-08 17:00,2.0,,2,2,2026-06-08T23:43:24+00:00,2.0,2026-06-08T23:43:24+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-08 17:00,2.0,,2,2,2026-06-08T23:43:24+00:00,2.0,2026-06-08T23:43:24+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-08 17:00,2.0,,3,3,2026-06-08T23:43:24+00:00,2.0,2026-06-08T23:43:24+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-08 17:00,2.0,,3,3,2026-06-08T23:43:24+00:00,,,,,OK
Edmonton,Edmonton,2026-06-08 22:00,2.0,,3,3,2026-06-09T05:42:25+00:00,2.0,2026-06-09T05:42:25+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-08 22:00,2.0,,3,3,2026-06-09T05:42:25+00:00,2.0,2026-06-09T05:42:25+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-08 22:00,2.0,,3,2,2026-06-09T05:42:25+00:00,2.0,2026-06-09T05:42:25+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-08 22:00,2.0,,2,1,2026-06-09T05:42:25+00:00,2.0,2026-06-09T05:42:25+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-08 22:00,2.0,,2,2,2026-06-09T05:42:25+00:00,2.0,2026-06-09T05:42:25+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-08 22:00,2.0,,3,2,2026-06-09T05:42:25+00:00,2.0,2026-06-09T05:42:25+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-08 22:00,3.0,,3,2,2026-06-09T05:42:25+00:00,2.0,2026-06-09T05:42:25+00:00,1.0,1.0,Minor difference
Airdrie,Airdrie,2026-06-08 22:00,2.0,,3,3,2026-06-09T05:42:25+00:00,2.0,2026-06-09T05:42:25+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-08 22:00,2.0,,2,2,2026-06-09T05:42:25+00:00,2.0,2026-06-09T05:42:25+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-08 22:00,2.0,,2,2,2026-06-09T05:42:25+00:00,2.0,2026-06-09T05:42:25+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-08 22:00,2.0,,3,3,2026-06-09T05:42:25+00:00,2.0,2026-06-09T05:42:25+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-08 22:00,2.0,,3,3,2026-06-09T05:42:25+00:00,,,,,OK
Edmonton,Edmonton,2026-06-09 00:00,2.0,,3,3,2026-06-09T07:33:39+00:00,2.0,2026-06-09T07:33:39+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-09 00:00,2.0,,3,3,2026-06-09T07:33:39+00:00,2.0,2026-06-09T07:33:39+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-09 00:00,1.0,,3,2,2026-06-09T07:33:39+00:00,1.0,2026-06-09T07:33:39+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-09 00:00,2.0,,2,1,2026-06-09T07:33:39+00:00,2.0,2026-06-09T07:33:39+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-09 00:00,2.0,,2,2,2026-06-09T07:33:39+00:00,2.0,2026-06-09T07:33:39+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-09 01:00,2.0,,3,2,2026-06-09T07:33:39+00:00,2.0,2026-06-09T07:33:39+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-06-09 00:00,2.0,,3,2,2026-06-09T07:33:39+00:00,2.0,2026-06-09T07:33:39+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-09 00:00,2.0,,3,3,2026-06-09T07:33:39+00:00,2.0,2026-06-09T07:33:39+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-09 01:00,2.0,,2,2,2026-06-09T07:33:39+00:00,2.0,2026-06-09T07:33:39+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-09 00:00,2.0,,2,2,2026-06-09T07:33:39+00:00,4.0,2026-06-09T07:33:39+00:00,-2.0,2.0,Significant difference
St. Albert,St. Albert,2026-06-09 00:00,2.0,,3,3,2026-06-09T07:33:39+00:00,2.0,2026-06-09T07:33:39+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-09 01:00,1.0,,3,3,2026-06-09T07:33:39+00:00,,,,,OK
Edmonton,Edmonton,2026-06-09 04:00,2.0,,3,3,2026-06-09T11:26:15+00:00,2.0,2026-06-09T11:26:15+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-09 04:00,2.0,,3,3,2026-06-09T11:26:15+00:00,2.0,2026-06-09T11:26:15+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-09 04:00,1.0,,3,2,2026-06-09T11:26:15+00:00,1.0,2026-06-09T11:26:15+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-09 04:00,2.0,,2,1,2026-06-09T11:26:15+00:00,2.0,2026-06-09T11:26:15+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-09 03:00,2.0,,2,2,2026-06-09T11:26:15+00:00,2.0,2026-06-09T11:26:15+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-09 03:00,2.0,,3,2,2026-06-09T11:26:15+00:00,1.0,2026-06-09T11:26:15+00:00,1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-06-09 04:00,2.0,,3,2,2026-06-09T11:26:15+00:00,2.0,2026-06-09T11:26:15+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-06-09 04:00,2.0,,3,3,2026-06-09T11:26:15+00:00,2.0,2026-06-09T11:26:15+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-06-09 04:00,1.0,,2,2,2026-06-09T11:26:15+00:00,1.0,2026-06-09T11:26:15+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-06-09 04:00,3.0,,2,2,2026-06-09T11:26:15+00:00,3.0,2026-06-09T11:26:15+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-06-09 04:00,2.0,,3,3,2026-06-09T11:26:15+00:00,2.0,2026-06-09T11:26:15+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-06-09 05:00,2.0,,3,3,2026-06-09T11:26:15+00:00,,,,,OK
Edmonton,Edmonton,2026-06-09 06:00,2.0,3.0,2,3,2026-06-09T13:19:05+00:00,2.0,2026-06-09T13:19:05+00:00,0.0,0.0,OK
Calgary,Calgary,2026-06-09 06:00,2.0,2.0,2,2,2026-06-09T13:19:05+00:00,2.0,2026-06-09T13:19:05+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-06-09 06:00,1.0,2.0,2,2,2026-06-09T13:19:05+00:00,1.0,2026-06-09T13:19:05+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-06-09 06:00,2.0,2.0,2,2,2026-06-09T13:19:05+00:00,2.0,2026-06-09T13:19:05+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-06-09 06:00,2.0,2.0,2,2,2026-06-09T13:19:05+00:00,2.0,2026-06-09T13:19:05+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-06-09 03:00,2.0,2.0,2,2,2026-06-09T13:19:05+00:00,1.0,2026-06-09T13:19:05+00:00,1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-06-09 06:00,2.0,2.0,2,2,2026-06-09T13:19:05+00:00,2.0,2026-06-09T13:19:05+00:00,0.0,0.0,OK
