community_ab,community_eccc,ab_reading_date,ab_current_aqhi,ab_forecast_today,ab_forecast_tomorrow,ab_forecast_tonight,ab_pulled_at_utc,eccc_current_aqhi,eccc_pulled_at_utc,diff_ab_minus_eccc,abs_diff,flag
St. Albert,St. Albert,2026-07-01 15:00,3.0,4.0,3,4,2026-07-01T21:48:48+00:00,3.0,2026-07-01T21:48:48+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-01 15:00,3.0,4.0,3,4,2026-07-01T21:48:48+00:00,,,,,OK
Edmonton,Edmonton,2026-07-01 17:00,3.0,,3,3,2026-07-01T23:47:14+00:00,3.0,2026-07-01T23:47:14+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-01 17:00,3.0,,3,4,2026-07-01T23:47:14+00:00,3.0,2026-07-01T23:47:14+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-01 14:00,3.0,,3,4,2026-07-01T23:47:14+00:00,3.0,2026-07-01T23:47:14+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-01 17:00,5.0,,4,8,2026-07-01T23:47:14+00:00,4.0,2026-07-01T23:47:14+00:00,1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-07-01 17:00,2.0,,2,2,2026-07-01T23:47:14+00:00,2.0,2026-07-01T23:47:14+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-01 17:00,2.0,,3,2,2026-07-01T23:47:14+00:00,2.0,2026-07-01T23:47:14+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-01 17:00,2.0,,3,3,2026-07-01T23:47:14+00:00,2.0,2026-07-01T23:47:14+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-01 17:00,3.0,,3,4,2026-07-01T23:47:14+00:00,3.0,2026-07-01T23:47:14+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-01 17:00,4.0,,3,5,2026-07-01T23:47:14+00:00,4.0,2026-07-01T23:47:14+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-01 17:00,3.0,,3,3,2026-07-01T23:47:14+00:00,3.0,2026-07-01T23:47:14+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-01 17:00,3.0,,3,3,2026-07-01T23:47:14+00:00,3.0,2026-07-01T23:47:14+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-01 17:00,3.0,,3,3,2026-07-01T23:47:14+00:00,,,,,OK
Edmonton,Edmonton,2026-07-01 18:00,4.0,,3,3,2026-07-02T01:18:54+00:00,4.0,2026-07-02T01:18:55+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-01 18:00,3.0,,3,4,2026-07-02T01:18:54+00:00,3.0,2026-07-02T01:18:55+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-01 14:00,3.0,,3,4,2026-07-02T01:18:54+00:00,2.0,2026-07-02T01:18:55+00:00,1.0,1.0,Minor difference
Fort McMurray,Fort McMurray,2026-07-01 18:00,4.0,,4,8,2026-07-02T01:18:54+00:00,4.0,2026-07-02T01:18:55+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-01 18:00,2.0,,2,2,2026-07-02T01:18:54+00:00,2.0,2026-07-02T01:18:55+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-01 18:00,2.0,,3,2,2026-07-02T01:18:54+00:00,2.0,2026-07-02T01:18:55+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-01 18:00,2.0,,3,3,2026-07-02T01:18:54+00:00,2.0,2026-07-02T01:18:55+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-01 18:00,3.0,,3,4,2026-07-02T01:18:54+00:00,3.0,2026-07-02T01:18:55+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-01 18:00,4.0,,3,5,2026-07-02T01:18:54+00:00,4.0,2026-07-02T01:18:55+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-01 18:00,3.0,,3,3,2026-07-02T01:18:54+00:00,3.0,2026-07-02T01:18:55+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-01 18:00,3.0,,3,3,2026-07-02T01:18:54+00:00,3.0,2026-07-02T01:18:55+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-01 18:00,3.0,,3,3,2026-07-02T01:18:54+00:00,,,,,OK
Edmonton,Edmonton,2026-07-01 20:00,4.0,,3,3,2026-07-02T03:27:03+00:00,4.0,2026-07-02T03:27:03+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-01 20:00,3.0,,3,4,2026-07-02T03:27:03+00:00,3.0,2026-07-02T03:27:03+00:00,0.0,0.0,OK
Red Deer,Red Deer,,,,3,4,2026-07-02T03:27:03+00:00,1.0,2026-07-02T03:27:03+00:00,,,OK
Fort McMurray,Fort McMurray,2026-07-01 20:00,3.0,,4,8,2026-07-02T03:27:03+00:00,3.0,2026-07-02T03:27:03+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-01 20:00,2.0,,2,2,2026-07-02T03:27:03+00:00,2.0,2026-07-02T03:27:03+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-01 20:00,2.0,,3,2,2026-07-02T03:27:03+00:00,2.0,2026-07-02T03:27:03+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-01 20:00,2.0,,3,3,2026-07-02T03:27:03+00:00,2.0,2026-07-02T03:27:03+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-01 20:00,3.0,,3,4,2026-07-02T03:27:03+00:00,3.0,2026-07-02T03:27:03+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-01 20:00,4.0,,3,5,2026-07-02T03:27:03+00:00,4.0,2026-07-02T03:27:03+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-01 20:00,3.0,,3,3,2026-07-02T03:27:03+00:00,3.0,2026-07-02T03:27:03+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-01 19:00,3.0,,3,3,2026-07-02T03:27:03+00:00,2.0,2026-07-02T03:27:03+00:00,1.0,1.0,Minor difference
Strathcona County,Sherwood Park,2026-07-01 20:00,4.0,,3,3,2026-07-02T03:27:03+00:00,,,,,OK
Edmonton,Edmonton,2026-07-02 04:00,2.0,,3,3,2026-07-02T11:02:21+00:00,3.0,2026-07-02T11:02:22+00:00,-1.0,1.0,Minor difference
Calgary,Calgary,2026-07-02 04:00,2.0,,3,4,2026-07-02T11:02:21+00:00,2.0,2026-07-02T11:02:22+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-02 04:00,1.0,,3,4,2026-07-02T11:02:21+00:00,2.0,2026-07-02T11:02:22+00:00,-1.0,1.0,Minor difference
Fort McMurray,Fort McMurray,2026-07-02 04:00,4.0,,4,8,2026-07-02T11:02:21+00:00,4.0,2026-07-02T11:02:22+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-02 03:00,2.0,,2,2,2026-07-02T11:02:21+00:00,2.0,2026-07-02T11:02:22+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-02 03:00,2.0,,3,2,2026-07-02T11:02:21+00:00,2.0,2026-07-02T11:02:22+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-02 04:00,1.0,,3,3,2026-07-02T11:02:21+00:00,1.0,2026-07-02T11:02:22+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-02 04:00,2.0,,3,4,2026-07-02T11:02:21+00:00,2.0,2026-07-02T11:02:22+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-02 04:00,4.0,,3,5,2026-07-02T11:02:21+00:00,4.0,2026-07-02T11:02:22+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-02 04:00,1.0,,3,3,2026-07-02T11:02:21+00:00,2.0,2026-07-02T11:02:22+00:00,-1.0,1.0,Minor difference
St. Albert,St. Albert,,,,3,3,2026-07-02T11:02:21+00:00,1.0,2026-07-02T11:02:22+00:00,,,OK
Strathcona County,Sherwood Park,2026-07-02 04:00,2.0,,3,3,2026-07-02T11:02:21+00:00,,,,,OK
Edmonton,Edmonton,2026-07-02 06:00,2.0,4.0,3,4,2026-07-02T13:09:16+00:00,2.0,2026-07-02T13:09:16+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-02 06:00,2.0,3.0,3,3,2026-07-02T13:09:16+00:00,2.0,2026-07-02T13:09:16+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-02 06:00,1.0,3.0,2,3,2026-07-02T13:09:16+00:00,1.0,2026-07-02T13:09:16+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-02 06:00,4.0,4.0,3,4,2026-07-02T13:09:16+00:00,4.0,2026-07-02T13:09:16+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-02 06:00,2.0,2.0,2,2,2026-07-02T13:09:16+00:00,1.0,2026-07-02T13:09:16+00:00,1.0,1.0,Minor difference
Lethbridge,Lethbridge,2026-07-02 03:00,2.0,3.0,3,3,2026-07-02T13:09:16+00:00,1.0,2026-07-02T13:09:16+00:00,1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-07-02 06:00,1.0,3.0,3,3,2026-07-02T13:09:16+00:00,1.0,2026-07-02T13:09:16+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-02 06:00,2.0,3.0,3,3,2026-07-02T13:09:16+00:00,2.0,2026-07-02T13:09:16+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-02 06:00,4.0,4.0,3,3,2026-07-02T13:09:16+00:00,4.0,2026-07-02T13:09:16+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-02 06:00,1.0,3.0,2,3,2026-07-02T13:09:16+00:00,1.0,2026-07-02T13:09:16+00:00,0.0,0.0,OK
St. Albert,St. Albert,,,4.0,3,4,2026-07-02T13:09:16+00:00,1.0,2026-07-02T13:09:16+00:00,,,OK
Strathcona County,Sherwood Park,2026-07-02 06:00,2.0,4.0,3,4,2026-07-02T13:09:16+00:00,,,,,OK
Edmonton,Edmonton,2026-07-02 08:00,2.0,4.0,3,4,2026-07-02T15:32:25+00:00,2.0,2026-07-02T15:32:25+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-02 08:00,2.0,3.0,3,3,2026-07-02T15:32:25+00:00,2.0,2026-07-02T15:32:25+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-02 08:00,1.0,3.0,2,3,2026-07-02T15:32:25+00:00,2.0,2026-07-02T15:32:25+00:00,-1.0,1.0,Minor difference
Fort McMurray,Fort McMurray,2026-07-02 08:00,3.0,4.0,3,4,2026-07-02T15:32:25+00:00,3.0,2026-07-02T15:32:25+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-02 08:00,1.0,2.0,2,2,2026-07-02T15:32:25+00:00,1.0,2026-07-02T15:32:25+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-02 09:00,2.0,3.0,3,3,2026-07-02T15:32:25+00:00,2.0,2026-07-02T15:32:25+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-02 08:00,1.0,3.0,3,3,2026-07-02T15:32:25+00:00,1.0,2026-07-02T15:32:25+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-02 08:00,2.0,3.0,3,3,2026-07-02T15:32:25+00:00,2.0,2026-07-02T15:32:25+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-02 09:00,3.0,4.0,3,3,2026-07-02T15:32:25+00:00,3.0,2026-07-02T15:32:25+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-02 08:00,1.0,3.0,2,3,2026-07-02T15:32:25+00:00,1.0,2026-07-02T15:32:25+00:00,0.0,0.0,OK
St. Albert,St. Albert,,,4.0,3,4,2026-07-02T15:32:25+00:00,1.0,2026-07-02T15:32:25+00:00,,,OK
Strathcona County,Sherwood Park,2026-07-02 09:00,2.0,4.0,3,4,2026-07-02T15:32:25+00:00,,,,,OK
Edmonton,Edmonton,2026-07-02 11:00,2.0,4.0,3,4,2026-07-02T18:03:15+00:00,2.0,2026-07-02T18:03:15+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-02 11:00,2.0,3.0,3,3,2026-07-02T18:03:15+00:00,2.0,2026-07-02T18:03:15+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-02 11:00,2.0,3.0,2,3,2026-07-02T18:03:15+00:00,2.0,2026-07-02T18:03:15+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-02 11:00,3.0,4.0,3,4,2026-07-02T18:03:15+00:00,3.0,2026-07-02T18:03:15+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-02 11:00,2.0,2.0,2,2,2026-07-02T18:03:15+00:00,2.0,2026-07-02T18:03:15+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-02 11:00,2.0,3.0,3,3,2026-07-02T18:03:15+00:00,2.0,2026-07-02T18:03:15+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-02 11:00,2.0,3.0,3,3,2026-07-02T18:03:15+00:00,2.0,2026-07-02T18:03:15+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-02 11:00,2.0,3.0,3,3,2026-07-02T18:03:15+00:00,2.0,2026-07-02T18:03:15+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-02 11:00,3.0,4.0,3,3,2026-07-02T18:03:15+00:00,3.0,2026-07-02T18:03:15+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-02 11:00,2.0,3.0,2,3,2026-07-02T18:03:15+00:00,2.0,2026-07-02T18:03:15+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-02 11:00,2.0,4.0,3,4,2026-07-02T18:03:15+00:00,2.0,2026-07-02T18:03:15+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-02 11:00,2.0,4.0,3,4,2026-07-02T18:03:15+00:00,,,,,OK
Edmonton,Edmonton,2026-07-02 13:00,2.0,4.0,3,4,2026-07-02T19:54:01+00:00,2.0,2026-07-02T19:54:01+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-02 13:00,3.0,3.0,3,3,2026-07-02T19:54:01+00:00,3.0,2026-07-02T19:54:01+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-02 13:00,3.0,3.0,2,3,2026-07-02T19:54:01+00:00,3.0,2026-07-02T19:54:01+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-02 13:00,2.0,4.0,3,4,2026-07-02T19:54:01+00:00,2.0,2026-07-02T19:54:01+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-02 13:00,2.0,2.0,2,2,2026-07-02T19:54:01+00:00,2.0,2026-07-02T19:54:01+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-02 13:00,2.0,3.0,3,3,2026-07-02T19:54:01+00:00,2.0,2026-07-02T19:54:01+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-02 13:00,2.0,3.0,3,3,2026-07-02T19:54:01+00:00,2.0,2026-07-02T19:54:01+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-02 13:00,2.0,3.0,3,3,2026-07-02T19:54:01+00:00,2.0,2026-07-02T19:54:01+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-02 13:00,2.0,4.0,3,3,2026-07-02T19:54:01+00:00,2.0,2026-07-02T19:54:01+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-02 13:00,2.0,3.0,2,3,2026-07-02T19:54:01+00:00,2.0,2026-07-02T19:54:01+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-02 11:00,2.0,4.0,3,4,2026-07-02T19:54:01+00:00,1.0,2026-07-02T19:54:01+00:00,1.0,1.0,Minor difference
Strathcona County,Sherwood Park,2026-07-02 13:00,2.0,4.0,3,4,2026-07-02T19:54:01+00:00,,,,,OK
Edmonton,Edmonton,2026-07-02 15:00,3.0,4.0,3,4,2026-07-02T21:35:05+00:00,3.0,2026-07-02T21:35:05+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-02 15:00,3.0,3.0,3,3,2026-07-02T21:35:05+00:00,3.0,2026-07-02T21:35:05+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-02 14:00,3.0,3.0,2,3,2026-07-02T21:35:05+00:00,1.0,2026-07-02T21:35:05+00:00,2.0,2.0,Significant difference
Fort McMurray,Fort McMurray,2026-07-02 15:00,3.0,4.0,3,4,2026-07-02T21:35:05+00:00,2.0,2026-07-02T21:35:05+00:00,1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-07-02 15:00,2.0,2.0,2,2,2026-07-02T21:35:05+00:00,2.0,2026-07-02T21:35:05+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-02 15:00,2.0,3.0,3,3,2026-07-02T21:35:05+00:00,2.0,2026-07-02T21:35:05+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-02 15:00,3.0,3.0,3,3,2026-07-02T21:35:05+00:00,3.0,2026-07-02T21:35:05+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-02 15:00,3.0,3.0,3,3,2026-07-02T21:35:05+00:00,3.0,2026-07-02T21:35:05+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-02 15:00,2.0,4.0,3,3,2026-07-02T21:35:05+00:00,2.0,2026-07-02T21:35:05+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-02 15:00,2.0,3.0,2,3,2026-07-02T21:35:05+00:00,2.0,2026-07-02T21:35:05+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-02 11:00,2.0,4.0,3,4,2026-07-02T21:35:05+00:00,1.0,2026-07-02T21:35:05+00:00,1.0,1.0,Minor difference
Strathcona County,Sherwood Park,2026-07-02 15:00,3.0,4.0,3,4,2026-07-02T21:35:05+00:00,,,,,OK
Edmonton,Edmonton,2026-07-02 17:00,3.0,,2,3,2026-07-02T23:31:06+00:00,3.0,2026-07-02T23:31:06+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-02 17:00,3.0,,3,3,2026-07-02T23:31:06+00:00,3.0,2026-07-02T23:31:06+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-02 14:00,3.0,,2,2,2026-07-02T23:31:06+00:00,1.0,2026-07-02T23:31:06+00:00,2.0,2.0,Significant difference
Fort McMurray,Fort McMurray,2026-07-02 17:00,3.0,,2,2,2026-07-02T23:31:06+00:00,2.0,2026-07-02T23:31:06+00:00,1.0,1.0,Minor difference
Grande Prairie,Grande Prairie,2026-07-02 17:00,2.0,,2,3,2026-07-02T23:31:06+00:00,2.0,2026-07-02T23:31:06+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-02 17:00,2.0,,2,3,2026-07-02T23:31:06+00:00,2.0,2026-07-02T23:31:06+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-02 17:00,2.0,,3,3,2026-07-02T23:31:06+00:00,2.0,2026-07-02T23:31:06+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-02 17:00,3.0,,3,3,2026-07-02T23:31:06+00:00,3.0,2026-07-02T23:31:06+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-02 17:00,2.0,,2,2,2026-07-02T23:31:06+00:00,2.0,2026-07-02T23:31:06+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-02 17:00,2.0,,2,2,2026-07-02T23:31:06+00:00,2.0,2026-07-02T23:31:06+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-02 11:00,2.0,,2,3,2026-07-02T23:31:06+00:00,1.0,2026-07-02T23:31:06+00:00,1.0,1.0,Minor difference
Strathcona County,Sherwood Park,2026-07-02 17:00,3.0,,2,3,2026-07-02T23:31:06+00:00,,,,,OK
Edmonton,Edmonton,2026-07-02 21:00,3.0,,2,3,2026-07-03T04:10:56+00:00,3.0,2026-07-03T04:10:57+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-02 21:00,2.0,,3,3,2026-07-03T04:10:56+00:00,2.0,2026-07-03T04:10:57+00:00,0.0,0.0,OK
Red Deer,Red Deer,,,,2,2,2026-07-03T04:10:56+00:00,1.0,2026-07-03T04:10:57+00:00,,,OK
Fort McMurray,Fort McMurray,2026-07-02 21:00,2.0,,2,2,2026-07-03T04:10:56+00:00,2.0,2026-07-03T04:10:57+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-02 21:00,2.0,,2,3,2026-07-03T04:10:56+00:00,2.0,2026-07-03T04:10:57+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-02 21:00,2.0,,2,3,2026-07-03T04:10:56+00:00,2.0,2026-07-03T04:10:57+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-02 21:00,3.0,,3,3,2026-07-03T04:10:56+00:00,3.0,2026-07-03T04:10:57+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-02 21:00,2.0,,3,3,2026-07-03T04:10:56+00:00,2.0,2026-07-03T04:10:57+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-02 21:00,2.0,,2,2,2026-07-03T04:10:56+00:00,2.0,2026-07-03T04:10:57+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-02 21:00,2.0,,2,2,2026-07-03T04:10:56+00:00,2.0,2026-07-03T04:10:57+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-02 21:00,3.0,,2,3,2026-07-03T04:10:56+00:00,3.0,2026-07-03T04:10:57+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-02 21:00,3.0,,2,3,2026-07-03T04:10:56+00:00,,,,,OK
Edmonton,Edmonton,2026-07-03 01:00,2.0,,2,3,2026-07-03T07:40:22+00:00,2.0,2026-07-03T07:40:22+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-03 01:00,2.0,,3,3,2026-07-03T07:40:22+00:00,2.0,2026-07-03T07:40:22+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-03 01:00,2.0,,2,2,2026-07-03T07:40:22+00:00,2.0,2026-07-03T07:40:22+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-03 01:00,2.0,,2,2,2026-07-03T07:40:22+00:00,2.0,2026-07-03T07:40:22+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-03 01:00,1.0,,2,3,2026-07-03T07:40:22+00:00,1.0,2026-07-03T07:40:22+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-03 01:00,2.0,,2,3,2026-07-03T07:40:22+00:00,2.0,2026-07-03T07:40:22+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-03 01:00,2.0,,3,3,2026-07-03T07:40:22+00:00,2.0,2026-07-03T07:40:22+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-03 01:00,2.0,,3,3,2026-07-03T07:40:22+00:00,2.0,2026-07-03T07:40:22+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-03 01:00,2.0,,2,2,2026-07-03T07:40:22+00:00,2.0,2026-07-03T07:40:22+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-03 01:00,2.0,,2,2,2026-07-03T07:40:22+00:00,2.0,2026-07-03T07:40:22+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-03 01:00,2.0,,2,3,2026-07-03T07:40:22+00:00,2.0,2026-07-03T07:40:22+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-03 01:00,2.0,,2,3,2026-07-03T07:40:22+00:00,,,,,OK
Edmonton,Edmonton,2026-07-03 04:00,2.0,,2,3,2026-07-03T11:01:05+00:00,2.0,2026-07-03T11:01:06+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-03 04:00,2.0,,3,3,2026-07-03T11:01:05+00:00,2.0,2026-07-03T11:01:06+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-03 04:00,2.0,,2,2,2026-07-03T11:01:05+00:00,2.0,2026-07-03T11:01:06+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-03 04:00,2.0,,2,2,2026-07-03T11:01:05+00:00,2.0,2026-07-03T11:01:06+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-03 03:00,1.0,,2,3,2026-07-03T11:01:05+00:00,1.0,2026-07-03T11:01:06+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-03 03:00,2.0,,2,3,2026-07-03T11:01:05+00:00,2.0,2026-07-03T11:01:06+00:00,0.0,0.0,OK
Medicine Hat,Medicine Hat,2026-07-03 04:00,2.0,,3,3,2026-07-03T11:01:05+00:00,2.0,2026-07-03T11:01:06+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-03 04:00,2.0,,3,3,2026-07-03T11:01:05+00:00,2.0,2026-07-03T11:01:06+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-03 03:00,2.0,,2,2,2026-07-03T11:01:05+00:00,1.0,2026-07-03T11:01:06+00:00,1.0,1.0,Minor difference
Drayton Valley,Drayton Valley,2026-07-03 04:00,2.0,,2,2,2026-07-03T11:01:05+00:00,2.0,2026-07-03T11:01:06+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-03 04:00,2.0,,2,3,2026-07-03T11:01:05+00:00,2.0,2026-07-03T11:01:06+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-03 04:00,2.0,,2,3,2026-07-03T11:01:05+00:00,,,,,OK
Edmonton,Edmonton,2026-07-03 06:00,2.0,2.0,3,2,2026-07-03T13:13:18+00:00,2.0,2026-07-03T13:13:18+00:00,0.0,0.0,OK
Calgary,Calgary,2026-07-03 06:00,2.0,2.0,3,3,2026-07-03T13:13:18+00:00,2.0,2026-07-03T13:13:18+00:00,0.0,0.0,OK
Red Deer,Red Deer,2026-07-03 06:00,2.0,2.0,2,2,2026-07-03T13:13:18+00:00,2.0,2026-07-03T13:13:18+00:00,0.0,0.0,OK
Fort McMurray,Fort McMurray,2026-07-03 06:00,1.0,2.0,2,1,2026-07-03T13:13:18+00:00,1.0,2026-07-03T13:13:18+00:00,0.0,0.0,OK
Grande Prairie,Grande Prairie,2026-07-03 06:00,1.0,2.0,2,2,2026-07-03T13:13:18+00:00,1.0,2026-07-03T13:13:18+00:00,0.0,0.0,OK
Lethbridge,Lethbridge,2026-07-03 03:00,2.0,2.0,2,2,2026-07-03T13:13:18+00:00,1.0,2026-07-03T13:13:18+00:00,1.0,1.0,Minor difference
Medicine Hat,Medicine Hat,2026-07-03 06:00,2.0,2.0,3,2,2026-07-03T13:13:18+00:00,2.0,2026-07-03T13:13:18+00:00,0.0,0.0,OK
Airdrie,Airdrie,2026-07-03 06:00,2.0,2.0,3,3,2026-07-03T13:13:18+00:00,2.0,2026-07-03T13:13:18+00:00,0.0,0.0,OK
Cold Lake,Cold Lake,2026-07-03 06:00,1.0,2.0,2,2,2026-07-03T13:13:18+00:00,1.0,2026-07-03T13:13:18+00:00,0.0,0.0,OK
Drayton Valley,Drayton Valley,2026-07-03 06:00,2.0,2.0,2,2,2026-07-03T13:13:18+00:00,2.0,2026-07-03T13:13:18+00:00,0.0,0.0,OK
St. Albert,St. Albert,2026-07-03 06:00,2.0,2.0,3,2,2026-07-03T13:13:18+00:00,2.0,2026-07-03T13:13:18+00:00,0.0,0.0,OK
Strathcona County,Sherwood Park,2026-07-03 06:00,2.0,2.0,3,2,2026-07-03T13:13:18+00:00,,,,,OK
